,title,content,link,category
4, Entraves sur l’A40 la nuit de jeudi à vendredi ,"Le réseau routier sera entravé dans la région métropolitaine durant la nuit de jeudi à vendredi, annonce le ministère des Transport du Québec.   L’autoroute 40 Est sera fermée entre la sortie 52 et la suivante de jeudi 23 h à vendredi à 5 h. Ce qui induit la fermeture complète de l’entrée du boulevard Saint-Charles dès 21 h. Un détour est suggéré via la voie de desserte. En direction Ouest, l’A40 est fermée entre la rue Charles-E. Frosst et le boulevard Saint-Charles de jeudi 23 h à vendredi 6 h.  À Dorval, l’autoroute 40 sera fermée entre la sortie 62 et l’entrée du boulevard Henri-Bourassa en direction ouest et entre ‘avenue André et le boulevard Hymus en direction est. La fermeture est en vigueur de jeudi 23 h à vendredi 5 h.   La métropolitaine est fermée end direction ouest entre la sortie 73 (rue Saint-Hubert) et le boulevard Saint-Laurent. La fermeture est en vigueur de jeudi 21 h à vendredi 5 h. Les usagers peuvent prendre le détour par le boulevard Crémazie.  Concernant l’échangeur de Laurentides, le ministère des Transports annonce la fermeture complète des bretelles de l’A15 Sud à l’autoroute 40. Un détour est proposé via la bretelle A40 Ouest et les automobilistes doivent faire demi-tour à la sortie 65 et le chemin de la Côte-de-Liesse direction est.  Le pont Pie-IX est fermée complétement de jeudi 23 h à vendredi 5 h 30. ",https://www.journaldemontreal.com/2020/09/04/montreal-entraves-sur-lautoroute-40-dans-la-nuit-de-jeudi-a-vendredi,actualites
5, Divergences d’opinions entre Labeaume et Guilbault ,"En transport collectif, « ce qui est bon pour Montréal devrait être bon pour Québec », estime Régis Labeaume. La ministre Geneviève Guilbault n’est pas du même avis. • À lire aussi: Aucun projet retardé en raison du tramway, assure le maire Labeaume Les divergences d’opinions persistent entre le maire de Québec et la ministre responsable de la région de la Capitale-Nationale, en ce qui concerne la desserte en transport collectif de Québec et ses banlieues.  « C’est deux choses distinctes pour moi. Le projet de réseau structurant c’est une chose et il y a le projet de couronne périphérique », a d’abord affirmé la ministre Geneviève Guilbault, lorsqu’on lui a demandé jeudi si la région de Québec pourrait s’inspirer du plan de décongestion de la région de Montréal, présenté la veille.  Elle n’a pas voulu s’avancer sur ce terrain, précisant que Québec et Montréal sont deux endroits différents. Pour elle, le projet de desserte des banlieues de Québec est « un appendice » au réseau structurant ». « Ce n’est pas la même enveloppe budgétaire, donc nous, on fait la distinction. »   « Un tout » «C’est un tout », a répliqué du tac au tac le maire, qui est intervenu juste après. Il dit s’être réjoui du plan présenté par Montréal, qui propose un vaste déploiement de voies réservées qui seront implantées dans la couronne de Montréal pour décongestionner la métropole. « Désolé, Geneviève, c’est exactement notre projet de couronne. C’est le développement de 56 km de voies réservées et d’accotements sur les autoroutes qui s’accrochent au projet. C’est un tout cette affaire-là. Geneviève dit que c’est un projet à part, moi je dis que ça fait partie de l’ensemble des choses. » La ministre juge le projet de l’administration Labeaume pour desservir ses banlieues « intéressant ». Mais elle répète qu’« il faudra l’analyser comme le reste ». Le gouvernement de la CAQ n’a toujours pas donné son feu vert à la nouvelle mouture du réseau structurant, que l’administration Labeaume a bonifié par son plan de desserte de la périphérie. Priorités régionales M. Labeaume avait identifié cette semaine trois priorités régionales pour la relance économique, dont le réseau structurant. La ministre Guilbault a réitéré l’importance du projet. Par ailleurs, elle s’est dite prête à mettre sur la table, comme demandé par le maire, les données sur le troisième lien. Mais cela se fera seulement après l’annonce officielle du projet, qui est imminente. Le député libéral fédéral et secrétaire parlementaire Joël Lightbound a pour sa part répondu à la pointe lancée par le maire, qui accusait son gouvernement de se cacher derrière le processus d’évaluation environnementale pour éviter de se mouiller en faveur du projet de terminal de conteneurs du Port de Québec.  « C’est un projet qui a du mérite, a rétorqué M. Lightbound. Mais c’est clair que pour nous, il ne s’agit pas de se cacher derrière des études environnementales. Ce n’est pas une arrière-pensée, les études environnementales. Elles progressent bien », a-t-il affirmé, tout en ajoutant que son gouvernement ne prendra pas position tant qu’elles ne seront pas complétées. ",https://www.journaldemontreal.com/2020/09/03/transport-collectif-a-quebec-et-montreal-divergences-dopinions-entre-labeaume-et-guilbault,actualites
6, Ferme opposition au Réseau express vélo ,"Un nouveau sondage sur l’impact du Réseau express vélo (REV) sur les commerces de la rue Saint-Denis, à Montréal, montre qu’une majorité de répondants s’y opposent farouchement. • À lire aussi: Un restaurateur veut tester les cyclistes en faveur du Réseau express vélo • À lire aussi: Vive opposition à l’autoroute à vélo sur le Plateau-Mont-Royal Le sondage web a été réalisé entre les 28 et 31 août par l'agence de service-conseil TACT à la demande de la Coalition Accès Saint-Denis. «Il s’agit d'un regroupement de commerçants souhaitant récolter de l'information sur la situation économique des commerces de la rue Saint-Denis et développer un argumentaire basé sur la réalité et les faits afin de faire des représentations», selon la description faite dans le questionnaire. Le questionnaire a été transmis aux 261 membres de la SCD rue Saint-Denis. Soixante-cinq commerçants ont répondu au questionnaire. Impact du REV Ce sont 62% des répondants qui sont totalement opposés au Réseau express vélo, tandis que près du quart (22%) d’entre eux y sont opposés actuellement, mais se disent toutefois en faveur si le projet est remis à l’été prochain. Par ailleurs, 12% des personnes sondées sont totalement en faveur, alors que 4% ont indiqué ne pas connaître suffisamment le projet pour pouvoir se positionner. Deux des répondants ont mentionné ne pas comprendre pourquoi le projet avait été prévu sur une grande artère comme la rue Saint-Denis. Selon eux, une artère secondaire serait plus appropriée. Survie de leur commerce La mise en place du REV fait craindre le pire à bon nombre de commerçants, si bien que 72% d’entre eux estiment que la survie de leur commerce est menacée si le REV est mis en place comme prévu. Les 28% restants n’ont aucune inquiétude à ce sujet, révèle le sondage. En ce qui a trait à leur opinion face à l’attitude de l’administration Plante à leur égard dans ce dossier, près des trois quarts (74%) des répondants se sentent abandonnés, tandis que 10% des personnes sondées admettent qu’il y a un certain accompagnement, mais jugent qu’il est insuffisant. Quelque 6% se sentent accompagnés et 10% ont coché «aucune de ces réponses». Quitter la rue Saint-Denis Les impacts de la mise en place du Réseau express vélo pourraient être considérables et changer le visage de cette artère puisque 37,1% des répondants envisagent «très probablement» de déménager de la rue Saint-Denis lorsque leur bail arrivera à échéance. Les autres propriétaires de commerces qui ont participé au sondage ont indiqué à 11,4% qu’il était assez probable qu’ils partent. Le tiers d’entre eux (34,3%) ont dit qu’il serait peu probable qu’ils partent, alors que 17,3% des répondants ont la ferme intention de rester dans leur local. Mises à pied Ce n’est plus un secret: il y a eu des mises à pied dans le contexte de la pandémie. Et le sondage de la Coalition Accès Saint-Denis reflète cette affirmation. Près de la moitié des commerçants (49%) ont réalisé des mises à pied de moins de 10 employés. Cette proportion baisse à 16,3% pour un nombre de mises à pied qui se situe entre 10 et 24 employés et à 6,1% pour ceux qui ont licencié plus de 25 employés. Par ailleurs, 28,6% des répondants affirment n’avoir fait aucune mise à pied. Enfin, 8 répondants sur 10 ajoutent que ces mises à pied sont temporaires. Camions de livraison Des répondants au questionnaire disent dans une proportion de 88,5% utiliser les services de camions de livraison qui doivent se rendre sur la rue Saint-Denis jusqu’à leur commerce. D’autres, dans une plus faible proportion, reçoivent des livraisons via les ruelles. Et ces livraisons se comptent par centaines toutes les semaines.",https://www.journaldemontreal.com/2020/09/03/montreal-ferme-opposition-au-reseau-express-velo-sur-saint-denis,actualites
7, «Collés comme des sardines» dans les bus ,"Alors que les gouvernements insistent sur l’importance de respecter la distanciation physique pour limiter la progression de la COVID-19, des lycéens sont « collés comme des sardines » dans des bus de la Société de transport de Lévis (STLévis), dénonce une mère de famille. « Mon fils prend l’autobus 375 ou 385 qui dessert les écoles Marcelle-Mallet, le Collège de Lévis et l’UQAR. L’autobus est tellement bondé que ça n’a absolument aucun sens. Les enfants sont debout et collés les uns sur les autres. Même s’ils ont des masques, c’est très préoccupant », s’est inquiétée la dame qui a désiré garder l’anonymat.  Lors des heures de pointe, ces parcours, qui relient les secteurs Saint-Jean-Chrysostome au Vieux-Lévis, sont entièrement bondés depuis la rentrée scolaire des 27 et 28 août. Fort préoccupée, la mère de famille estime que « cette situation pourrait favoriser de nouvelles éclosions auprès des enfants dans les écoles dans un contexte de COVID ». La STLévis ajustera le tir Contacté par Le Journal, le président de la STLévis, Mario Fortier, a immédiatement reconnu le problème. Dès aujourd’hui, des bus articulés remplaceront d’ailleurs les bus standards sur ces deux parcours fortement prisés des élèves du secondaire.  « On s’ajuste en voyant la réalité des choses, a-t-il assuré. Dès demain matin [aujourd’hui], on augmentera la capacité pour être capable de respecter les consignes. On va mettre des autobus articulés et on va valider comment les gens se comporteront sur le terrain. » Cela dit, M. Fortier a tenu à ajouter qu’il n’est pas toujours facile de prévoir l’achalandage précis sur tel ou tel parcours. « On ne vend pas des billets pour une représentation à 20 h 30. On vend des passes et les gens peuvent changer de comportement d’une journée à une autre », a-t-il fait valoir. Pas de coupure de service À la STLévis, on soutient qu’il n’y a pas eu de coupure de service entre la rentrée scolaire de 2019 et celle de 2020. Malgré la pandémie, l’offre de service serait d’environ 95 % par rapport à celle qui prévalait il y a tout juste un an.  Depuis la rentrée scolaire, l’achalandage global à la STLévis serait revenu « à un niveau de 50, 55 % » en comparaison avec l’avant-COVID-19, a assuré Mario Fortier. Le printemps dernier, au cœur de la pandémie, l’achalandage était situé à seulement 20 à 25 % des niveaux habituels. ",https://www.journaldemontreal.com/2020/09/03/colles-comme-des-sardines-dans-les-bus-denonce-une-mere,actualites
8, Le 3e lien de Québec est très contesté ,"Le télétravail, qui semble avoir un impact majeur sur la congestion routière dans la grande région de Québec, remet en doute la pertinence du troisième lien, un projet cher à la Coalition avenir Québec, mais contesté.  Comme chaque année, trois journalistes ont arpenté les grandes artères de la Vieille Capitale hier pour évaluer la lourdeur de la circulation en cette semaine de retour à l’école. Le contexte particulier de la pandémie a fait fondre les temps de parcours d’une proportion entre 30 % et 45 %.  De quoi soulever des questions sur la situation de la congestion dans la capitale nationale et sur le rôle que peut y jouer le télétravail alors que Québec s’apprête à investir des milliards dans deux grands projets d’infrastructure, soit le tramway et le troisième lien. « C’était un projet déjà difficile à défendre. On s’approche de l’indéfendable », lance Etienne Grandmont, directeur général d’Accès transports viables à propos du troisième lien, un tunnel qui relierait le centre-ville de Québec à Lévis.  Pas d’étude de besoins  Le gouvernement n’a jamais présenté d’études de besoins qui justifieraient cette construction, déplore M. Grandmont, qui promeut le transport actif. « On n’a jamais démontré qu’il y avait un besoin, appuie également Alexandre Turgeon, directeur général du Conseil régional de l’environnement – Capitale-Nationale. Et ce n’est pas parce qu’on permet plus facilement aux automobilistes de rentrer dans la ville de Québec que la circulation sera plus fluide une fois rendu dans la ville. » La pandémie aussi  Si on ajoute l’effet qu’a eu la pandémie sur le rapport au télétravail, les arguments pour réaliser ce projet se font rares, selon Etienne Grandmont. « Les raisons commencent à être faibles. Même le gouvernement du Québec admet que le télétravail deviendra pratique courante et on sait qu’au centre-ville, il y a beaucoup de fonctionnaires. » Tania Saba, professeure à l’École des relations industrielles de l’Université de Montréal, étudie actuellement le phénomène. Ses plus récents résultats démontrent que 73 % des employés ont un appétit pour le travail à distance, confirmant qu’une tendance pourrait s’installer.  STATISTIQUES CHEZ DES GRANDS EMPLOYEURS DE QUÉBEC Mouvement Desjardins Nombre d’employés : Plus de 10 000 à Québec et 48 000 dans l’ensemble du Canada Nombre en télétravail : environ 80 %  La Capitale-SSQ Nombre d’employés : 3400  Nombre en télétravail : environ 95 %  iA Groupe financier Nombre d’employés : 2800  Nombre en télétravail : environ 98 %  Fonction publique (ministères et organismes) Nombre d’employés : 65 000  Nombre en télétravail : 66 % au 10 août Ville de Québec Nombre d’employés : 7500 en période estivale Nombre en télétravail : environ 24 %",https://www.journaldemontreal.com/2020/09/02/a-lere-du-teletravail-le-3elien-de-quebec-est-tres-conteste,actualites
9, Trois passagers sur quatre en moins en juin ,"OTTAWA | Trois passagers sur quatre désertaient toujours les transports en commun du pays en juin, montrent des données de Statistique Canada publiées lundi. Selon l'organisme, les différents services de transport en commun ont transporté à peine 37,9 millions de personnes en juin 2020, soit 74,6 % de moins qu'un an plus tôt. Bien évidemment, cette situation est attribuable à la pandémie de COVID-19, qui a popularisé le télétravail et amené de nombreux Canadiens devant se déplacer à opter pour un autre mode de transport. Les chiffres de juin témoignent toutefois d'un certain regain de popularité du transport en commun. En comparaison, le nombre de passagers avait chuté de 82,9 % en mai et de 85 % en avril, par rapport aux mois correspondants en 2019. Par ailleurs, les différents services d'autobus, de trains et de métros du Canada ont enregistré des recettes de 75,6 millions $ en juin, un montant 77 % inférieur à la précédente année qui se traduit par d'importants manques à gagner pour les sociétés de transport. Ces données sont en phase avec une étude dévoilée le 10 août par Statistique Canada qui démontrait que la proportion de travailleurs canadiens se rendant au boulot en transport en commun avait chuté de 12,7 %, avant la pandémie, à 3,1 % en juin dernier.",https://www.journaldemontreal.com/2020/08/31/trois-passagers-sur-quatre-en-moins-dans-les-transports-en-commun-en-juin,actualites
10, 7 jours sur le navire qui ravitaille la Côte-Nord ,"Sur la Basse-Côte-Nord du Québec, des villages dépendent encore d’un navire pour leurs déplacements et leurs approvisionnements en nourriture. L’équipage du «Bella Desgagnés» travaille d’arrache-pied, chaque semaine, pour assurer cette ligne de vie. «Je ne pense pas que les gens s’imaginent à quel point un bateau peut être vital pour certains villages, indique l’une des résidentes de l’île d’Anticosti, Manon Derocher. Quand le “Bella” arrive, c’est certain que tout le monde se “garroche” à l’épicerie quelques heures après puisque c’est le nouvel arrivage, ce sont les légumes qui viennent d’arriver.» Le «Bella Desgagnés» est un navire-cargo mixte qui transporte à la fois des marchandises, des habitants de la région et des touristes. Il dessert 12 municipalités, dont une majorité n’est accessible qu’en avion ou en bateau, semaine après semaine, d’avril à février. Seules quelques minutes de retard ou la mauvaise météo peuvent forcer le navire à revoir son itinéraire. L’équipage doit donc redoubler d’ardeur lorsqu’il y a un décalage sur l’horaire afin d’éviter de sauter des ports. Le «Bella Desgagnés» transporte de tout sur la Basse-Côte-Nord. Une grande partie de la marchandise est chargée à Rimouski et livrée pendant la semaine. Malgré la pandémie, le «Bella Desgagnés» a continué les livraisons. Le transport de passagers a repris le 13 juillet, sans toutefois que les touristes y soient admis. Évidemment, les passagers doivent respecter les mesures de distanciation sociale et porter un masque dans les endroits publics à bord du navire. Dans le long reportage vidéo ci-dessus, vous découvrirez l'équipage qui se lance dans une véritable course contre la montre pour effectuer 22 arrêts aux ports qu’il doive desservir.   *Ce reportage a été tourné avant la mise en place des mesures de distanciation sociale et l’obligation du port du masque.  **Le Groupe Desgagnés a payé les coûts d’hébergement de l’équipe de tournage sur les navires, de même que le transport de l’équipe.",https://www.journaldemontreal.com/2020/08/24/une-semaine-a-bord-du-navire-qui-ravitaille-la-cote-nord,actualites
11, Des critiques entendues par Québec ,"En réponse aux critiques du printemps dernier, le gouvernement Legault déposera un nouveau projet de loi axé spécifiquement sur des expropriations et des évaluations environnementales plus rapides afin d’accélérer la mise en chantier de certains projets d’infrastructures, a appris notre Bureau parlementaire.  La nouvelle pièce législative, qui sera déposée dès les premiers jours de la rentrée parlementaire, sera beaucoup plus ciblée que le défunt projet de loi 61, et ne constituera plus un vaste projet pour la relance économique, selon nos informations. Québec se donnera ainsi le pouvoir de procéder rapidement à des expropriations pour une liste de projets d’infrastructures spécifiquement identifiés dans le projet de loi. Les expropriés pourront contester les modalités, mais pas l’expropriation elle-même. Le ministre des Transports François Bonnardel a récemment indiqué en commission parlementaire que le prolongement de la ligne bleue du métro de Montréal est retardé par quelque 500 dossiers d’expropriation sur son parcours. Il semble donc acquis que le nouveau projet de loi inclura le nouveau tronçon de la ligne bleue.   Dans le même esprit, la nouvelle mouture permettra de mettre le pied sur l’accélérateur pour l’évaluation environnementale des nouvelles infrastructures identifiées.    Modifications importantes  Contrairement à ce qui était prévu dans le projet de loi 61, le gouvernement n’aura plus la possibilité d’ajouter de nouveaux projets qui ne sont pas identifiés dans la pièce législative parrainée par la présidente du Conseil du trésor, Sonia Lebel.   De plus, les ministres responsables devront faire état périodiquement de l’avancée des travaux devant l’Assemblée nationale. Les éléments éthiques seront également «balisés», souligne-t-on à Québec.  La première mouture accordait l’«immunité de poursuite judiciaire» aux ministres et aux organismes publics dans l’application des nouveaux pouvoirs prévus. Ils pouvaient notamment contourner la loi sur l’octroi des contrats publics.   Quant aux autres aspects plus secondaires du projet de loi 61 pour la relance économique, ils seront présentés dans une pièce législative distincte. Par exemple, le président du Conseil du trésor de l’époque proposait de permettre aux restaurants de livrer de l’alcool, afin d’aider les restaurateurs à se remettre de la crise.  Inquiétudes La première version du projet de loi 61, bloquée par les partis d’opposition au printemps dernier, avait valu de vives critiques au gouvernement caquiste. Plusieurs organismes de surveillance de l’État québécois, comme le Comité de suivi des recommandations de la commission Charbonneau et la protectrice du citoyen, s’étaient notamment inquiétés des larges pouvoirs qu’il aurait octroyés au gouvernement Legault.   Il permettait notamment l’octroi de contrats de gré à gré et prolongeait, initialement, l’état d’urgence sanitaire de façon indéterminée.    Ces critiques, assure-t-on à Québec, ont été entendues.    ",https://www.journaldemontreal.com/2020/08/31/des-critiques-entendues-par-quebec,actualites
12, Des vacances payantes pour les radars photo ,"Après un coup dur porté aux revenus de l’État provenant des radars photo pendant le confinement, voilà que juillet, mois pendant lequel les Québécois ont beaucoup voyagé dans la province, a été l’un des plus lucratifs de l’histoire avec une somme de 6,6 M$ récoltée en 30 jours.  La mise sur pause du Québec à partir de la mi-mars a considérablement réduit le nombre de flashs émis par les cinémomètres. Alors que 31 000 constats étaient délivrés en mars, ce nombre est tombé à 8500 en avril et à 9200 en mai.  Les sommes recueillies sont donc passées sous la barre des 1,5 M$ pour ces deux mois où les déplacements non essentiels étaient déconseillés. Or, il semble que les automobilistes ont perdu leurs bonnes habitudes pendant le mois de juillet alors que beaucoup de vacanciers ont pris les routes du Québec.  Un juillet en or Il s’avère que juillet a été l’un des mois les plus payants depuis la mise en place du programme de radars photo. Pas moins de 44 600 constats d’infraction ont été signifiés dans ce seul mois.  Une somme de 6,6 M$ a ainsi été récoltée au cours de ces 30 jours. Selon les analyses effectuées par Le Journal, il s’agit ainsi du deuxième mois le plus lucratif depuis août 2009, où le ministère de la Justice commençait à compiler mensuellement le nombre de constats signifiés et l’argent récolté.  En août 2016, 51 880 constats – un record – avaient été émis pour un montant total de 7,05 M$. Plusieurs raisons peuvent expliquer cette hausse marquée du nombre de constats d’infraction signifiée, notamment la diminution du trafic sur les routes.  D’ailleurs, les deux radars photo mobiles les plus lucratifs du Québec, celui sur  l’A-15 sud à Mirabel et celui sur le boulevard Charest à Québec demeurent les plus payants pour l’État.  «Tombé dans le panneau» Pierre-Olivier Fortin de CAA Québec rappelle un sondage publié au début du mois de juillet dans lequel 59 % des Canadiens disaient avoir observé une augmentation des comportements de conduite dangereuse depuis l’apparition de la COVID-19. «Il y a moins de monde sur la route, certains peuvent avoir l’impression d’avoir le champ libre», explique-t-il.  Or, l’augmentation importante du nombre de vacanciers qui sont restés au Québec a certainement joué un rôle sur ce record peu enviable. En vacances, «on sort de notre trajet quotidien pour des routes inexplorées qu’on connaît peu, donc il y en a plus qui tombent dans le panneau», explique M. Fortin. Revenus yo-yo Les revenus provenant des radars photo ont souvent joué au yo-yo depuis 2009, année où ces appareils ont été réintroduits sur les routes québécoises. Reste que ceux-ci ont été payants puisque les derniers chiffres indiquent que 208 M$ ont été perçus depuis leur installation. Des revenus qui ont été records en 2016 avant que la décision du juge Serge Cimon, qui a qualifié la preuve provenant des radars photo «inadmissible et illégale», ne vienne faire chuter abruptement les sommes récoltées de cette manière.  Après des changements législatifs mis en place en 2018, l’année 2019 a marqué le retour à la profitabilité pour les radars photo. Rappelons que les frais de fonctionnement des équipements sont d’environ 10 M$ annuellement.  Total des sommes récoltées depuis août 2009 : 208 M$",https://www.journaldemontreal.com/2020/08/31/un-mois-tres-payant-pour-letat,actualites
13, Fin de la période de grâce pour les vignettes ,"MONTRÉAL | La Ville de Montréal a annoncé, dimanche, la fin de la période de grâce pour le renouvellement des vignettes de stationnement. En date du 23 mars, Montréal avait prolongé la validité des vignettes de stationnement sur rue réservées aux résidents pour tous les arrondissements jusqu’à nouvel ordre. Cette décision avait été prise en raison de la fermeture des Bureaux Accès Montréal (BAM) à cause de la pandémie, ce qui empêchait le renouvellement des vignettes. Or, les bureaux sont rouverts depuis le 13 juillet, si bien que les citoyens peuvent faire renouveler leur vignette depuis un mois et demi. Les automobilistes devront donc à nouveau, dès le 1er septembre, posséder une vignette pour se stationner sur un espace sur rue réservé. «Les agents de stationnement feront preuve de tolérance pendant une période supplémentaire de deux semaines avant l'émission formelle des constats d'infraction», a cependant tempéré la Ville dans un communiqué. À compter du 15 septembre 2020, des constats d'infraction pourront être donnés en cas d'infraction au règlement en vigueur.",https://www.journaldemontreal.com/2020/08/30/fin-de-la-periode-de-grace-pour-le-renouvellement-des-vignettes-de-stationnement-a-montreal-1,actualites
14, La piste cyclable du boul. René-Lévesque fermée ,"MONTRÉAL — Le trottoir et la piste cyclable du boulevard René-Lévesque dans le secteur de L'Île-des-Sœurs seront fermés temporairement du vendredi au dimanche 6 août.   Des travaux de déconstruction de la culée de l’ancien pont Champlain sont à l’origine de cette fermeture temporaire, a indiqué vendredi la société d’État Les Ponts Jacques Cartier et Champlain Incorporée (PJCCI).  Une navette sera disponible pour les piétons et les cyclistes pour la durée de la fermeture, a-t-on précisé.  Les travaux pourraient être annulés ou reportés en fonction de l’évolution du chantier ou des conditions météorologiques. ",https://www.journaldemontreal.com/2020/08/29/lile-des-surs-la-piste-cyclable-du-boul-rene-levesque-fermee-jusquau-6-aout,actualites
15, Desgagnés navigue à travers la tempête ,"Ce n’est pas seulement l’industrie des croisières sur l’eau qui a été malmenée par la pandémie, le transport des marchandises l’a été également. L’entreprise Desgagnés, dont le chiffre d’affaires a chuté d’environ 20 %, pourrait même être contrainte de laisser à quai deux vraquiers et un pétrolier cet automne. • À lire aussi: Six jours dans la peau d’un marin • À lire aussi: 4000 postes à combler sur les navires au Québec d’ici trois ans • À lire aussi: Une semaine à bord du navire qui ravitaille la Côte-Nord Les derniers mois n’ont pas été de tout repos pour la compagnie maritime québécoise. En raison de la COVID-19, des navires, et ce, même si personne n’était contaminé, se sont vu refuser l’accès à des ports, comme en Italie.  D’autres ont dû, parfois, attendre plusieurs jours avant d’accoster afin de prouver qu’aucun membre de l’équipage n’était malade. Un navire de croisière et de marchandises dans la Basse-Côte-Nord, le N/M Bella Desgagnés, a aussi dû mettre sur pause une partie de ses activités. « Nous avons eu des impacts assez importants », concède au Journal le président et chef de la direction, Louis-Marie Beaulieu. « Il y a eu des coûts supplémentaires, alors que certains revenus ont diminué », poursuit-il. Ce dernier assure que son organisation a une assez bonne santé financière pour affronter la tempête qui ne semble pas encore terminée. D’ailleurs, pour septembre, le carnet de commandes de certains cargos est encore vide. « Dans le vrac solide, il y a un ralentissement important », avance l’homme d’affaires. « À l’automne, cela semble aussi beaucoup plus tranquille pour le transport de produits pétroliers », poursuit celui qui demeure positif. Service essentiel Au cours des derniers mois, en raison de la pandémie, Desgagnés a resserré les mesures de sécurité sur ses 22 navires. Certains travailleurs doivent, aujourd’hui, être en quarantaine avant de prendre le large pour l’Arctique. Le personnel doit aussi se soumettre à plusieurs tests avant leur départ.  Il y a eu quelques « fausses alertes » de COVID-19, raconte M. Beaulieu, mais aucun cas ne s’est avéré positif. L’organisation a tout de même dû arrêter ces navires et changer les équipages, parfois, par prévention. Rapidement, lors de l’annonce de la pause du Québec en mars, l’entreprise, qui assure notamment la livraison de produits pétroliers et de nourriture dans le Grand Nord, a été considérée comme un service essentiel. Avant la pandémie, le chiffre d’affaires de la compagnie oscillait aux alentours des 325 millions $. Le groupe a des clients en Chine, en Australie, au Japon, aux États-Unis, en Europe et au Canada. Projet reporté Desgagnés prévoyait en 2019 l’achat de cinq nouveaux navires, dont trois pétroliers-chimiquiers, d’ici 2022. La facture devait atteindre environ 175 millions $. Ce chantier est, sans surprise, reporté. La direction mentionne que le manque de main-d’œuvre à travers l’industrie ainsi que les impacts de la COVID-19 ont justifié cette décision.  « Le programme est reporté d’au moins une autre année. On veut voir ce qui va se passer », conclut M. Beaulieu, qui continue de former des travailleurs durant la pandémie en prévision de la reprise des activités. Desgagnés, dont le siège social est basé à Québec, compte plus de 1000 employés. La compagnie se spécialise dans le transport de vrac liquide, de marchandises et de passagers.  ► 1000 personnes  C’est le nombre d’employés qu’a le Groupe Desgagnés, l’une des entreprises les plus importantes de l’industrie maritime québécoise.  ► 22 navires  La compagnie possède une flotte de 22 navires qui sillonnent les Grands Lacs, la Voie maritime du Saint-Laurent, l’Arctique canadien, les côtes est du Canada et des États-Unis, ainsi que toutes les mers du globe.  ► Marchandises et 10 000 passagers  L’entreprise se spécialise depuis le 19e siècle dans le transport maritime de marchandises et de passagers. Le Bella Desgagnés déplace environ 10 000 résidents de la Basse-Côte-Nord et touristes en moyenne chaque année.  Les activités de l’entreprise s’étendent également à la réparation navale, à la location et à l’opération de machineries lourdes. ",https://www.journaldemontreal.com/2020/08/29/desgagnes-navigue-a-travers-la-tempete,actualites
16, Transport aérien: plusieurs solutions étudiées ,"RIMOUSKI | Plusieurs solutions sont sur la table pour assurer un service de transport aérien après l'abandon par Air Canada de plusieurs liaisons régionales. Le groupe d'intervention sur l'avenir des services aériens mis sur pied par le gouvernement a reçu de nombreuses propositions. Le comité présidé par le ministre des Transports du Québec, François Bonnardel, s'est réuni pour une deuxième fois vendredi. Les intervenants ont discuté de différentes propositions déposées au comité. Un constat se dégage des discussions, a indiqué le ministre. Un service aérien adéquat en région passe par un partenariat avec des transporteurs d'ici. Le travail se poursuit, et les intervenants du comité se rencontreront de nouveau à la fin du mois de septembre. Le monde municipal est satisfait des discussions tenues vendredi. «On s’attend du côté de la FQM que, bien entendu, le ministre des Transports prennent acte des mémoires, oui, prenne en considération nos propositions à la FQM qui sont de s’attaquer aux frais fixes exorbitants que doivent faire face les différentes compagnies aériennes en région», a expliqué Jonathan Lapierre, président du Comité de transport aérien de la Fédération québécoise des municipalités (FQM). Toutes les options pour le transport aérien régional doivent être analysées. «Peu importe la solution, il faut sortir du statu quo. Le statu quo est intenable. On sait qu’il y a beaucoup d’acteurs en coulisses qui militent pour le statu quo, mais j’espère que ces acteurs-là ne trouveront pas trop d’écoute auprès du ministre», a indiqué Daniel Côté, premier vice-président de l’Union des municipalités du Québec. Dans un dossier connexe, le monde municipal attend une réponse rapide de Québec en ce qui concerne les aides financières réclamées pour les aéroports municipaux. Le départ d'Air Canada et la pandémie font mal aux finances de plusieurs aéroports en région. ",https://www.journaldemontreal.com/2020/08/28/transport-aerien-regional-plusieurs-solutions-etudiees,actualites
